,1300409,1303007,1303205,1303536,1304302,1400027,1400050,1400100,1400159,1400175,1400209,1400233,1400282,1400308,1400407,1400456,1400472,1400506,1400605,1400704,1505304
1300409,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1303007,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1303205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1303536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1304302,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1400027,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1400050,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1400100,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0
1400159,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
1400175,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0
1400209,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0
1400233,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1400282,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
1400308,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1400407,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
1400456,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1400472,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
1400506,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
1400605,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
1400704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1505304,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
