,Abadia dos Dourados,Abaeté,Abre Campo,Acaiaca,Afonso Cláudio,Aguanil,Aimorés,Aiuruoca,Alagoa,Albertina,Alfenas,Alfredo Vasconcelos,Almenara,Alpercata,Alpinópolis,Alterosa,Altinópolis,Alto Caparaó,Alto Jequitibá,Alto Rio Doce,Alto Rio Novo,Alvarenga,Alvinópolis,Alvorada de Minas,Alvorada do Norte,Além Paraíba,Amparo do Serra,Andradas,Andrelândia,Angelândia,Anhanguera,Antônio Carlos,Antônio Dias,Antônio Prado de Minas,Aparecida do Taboado,Aracitaba,Araguari,Aramina,Arantina,Araponga,Araporã,Arapuá,Araxá,Araçaí,Araçuaí,Araújos,Arceburgo,Arcos,Areado,Argirita,Aricanduva,Arinos,Astolfo Dutra,Ataléia,Augusto de Lima,Açucena,Baependi,Baixo Guandu,Baldim,Bambuí,Bandeira,Bandeira do Sul,Barbacena,Barra Longa,Barra de São Francisco,Barretos,Barroso,Barão de Cocais,Barão de Monte Alto,Bela Vista de Minas,Belmiro Braga,Belo Horizonte,Belo Oriente,Belo Vale,Berilo,Berizal,Bertópolis,Betim,Bias Fortes,Bicas,Biquinhas,Boa Esperança,Bocaina de Minas,Bocaiúva,Bom Despacho,Bom Jardim de Minas,Bom Jesus da Penha,Bom Jesus do Amparo,Bom Jesus do Galho,Bom Repouso,Bom Sucesso,Bonfim,Bonfinópolis de Minas,Bonito de Minas,Borda da Mata,Botelhos,Botumirim,Brasilândia de Minas,Brasília,Brasília de Minas,Brasópolis,Braúnas,Brejetuba,Brumadinho,Brás Pires,Bueno Brandão,Buenópolis,Bugre,Buriti Alegre,Buritis,Buritizeiro,Cabeceira Grande,Cabeceiras,Cabo Verde,Cachoeira Dourada,Cachoeira da Prata,Cachoeira de Minas,Cachoeira de Pajeú,Caconde,Caetanópolis,Caeté,Caiana,Cajuri,Caldas,Camacho,Camanducaia,Cambuquira,Cambuí,Campanha,Campanário,Campestre,Campina Verde,Campo Alegre de Goiás,Campo Azul,Campo Belo,Campo Florido,Campo do Meio,Campos Altos,Campos Gerais,Campos do Jordão,Cana Verde,Canaã,Candeias,Cantagalo,Canápolis,Caparaó,Capela Nova,Capelinha,Capetinga,Capim Branco,Capinópolis,Capitão Andrade,Capitão Enéas,Capitólio,Caputira,Caranaíba,Carandaí,Carangola,Caratinga,Caraí,Carbonita,Cardoso,Careaçu,Carinhanha,Carlos Chagas,Carmo,Carmo da Cachoeira,Carmo da Mata,Carmo de Minas,Carmo do Cajuru,Carmo do Paranaíba,Carmo do Rio Claro,Carmésia,Carmópolis de Minas,Carneirinho,Carrancas,Carvalhos,Carvalhópolis,Casa Grande,Cascalho Rico,Cataguases,Catalão,Catas Altas,Catas Altas da Noruega,Catuji,Catuti,Caxambu,Caçu,Cedro do Abaeté,Central de Minas,Centralina,Chalé,Chapada Gaúcha,Chapada do Norte,Chiador,Chácara,Cipotânea,Claraval,Claro dos Poções,Cláudio,Cocos,Coimbra,Coluna,Colômbia,Comendador Gomes,Comendador Levy Gasparian,Comercinho,Conceição da Aparecida,Conceição da Barra de Minas,Conceição das Alagoas,Conceição das Pedras,Conceição de Ipanema,Conceição do Mato Dentro,Conceição do Pará,Conceição do Rio Verde,Conceição dos Ouros,Condeúba,Confins,Congonhal,Congonhas,Congonhas do Norte,Conquista,Conselheiro Lafaiete,Conselheiro Pena,Consolação,Contagem,Coqueiral,Coração de Jesus,Cordeiros,Cordisburgo,Cordislândia,Corinto,Coroaci,Coromandel,Coronel Fabriciano,Coronel Murta,Coronel Pacheco,Coronel Xavier Chaves,Corumbaíba,Couto de Magalhães de Minas,Cristais,Cristais Paulista,Cristalina,Cristiano Otoni,Cristina,Cristália,Crisólita,Crucilândia,Cruzeiro,Cruzeiro da Fortaleza,Cruzília,Cumari,Cuparaque,Curral de Dentro,Curvelo,Cássia,Cássia dos Coqueiros,Cândido Sales,Córrego Danta,Córrego Fundo,Córrego Novo,Córrego do Bom Jesus,Cônego Marinho,Datas,Davinópolis,Delfim Moreira,Delfinópolis,Delta,Descoberto,Desterro de Entre Rios,Desterro do Melo,Diamantina,Diogo de Vasconcelos,Dionísio,Divino,Divino das Laranjeiras,Divinolândia,Divinolândia de Minas,Divinésia,Divinópolis,Divisa Alegre,Divisa Nova,Divisópolis,Dom Bosco,Dom Cavati,Dom Joaquim,Dom Silvério,Dom Viçoso,Dona Eusébia,Dores de Campos,Dores de Guanhães,Dores do Indaiá,Dores do Rio Preto,Dores do Turvo,Doresópolis,Douradoquara,Durandé,Ecoporanga,Elói Mendes,Encruzilhada,Engenheiro Caldas,Engenheiro Navarro,Entre Folhas,Entre Rios de Minas,Ervália,Esmeraldas,Espera Feliz,Espinosa,Espírito Santo do Dourado,Espírito Santo do Pinhal,Estiva,Estrela Dalva,Estrela do Indaiá,Estrela do Sul,Eugenópolis,Ewbank da Câmara,Extrema,Fama,Faria Lemos,Feira da Mata,Felisburgo,Felixlândia,Felício dos Santos,Fernandes Tourinho,Ferros,Fervedouro,Flores de Goiás,Florestal,Formiga,Formosa,Formoso,Fortaleza de Minas,Fortuna de Minas,Franca,Francisco Badaró,Francisco Dumont,Francisco Sá,Franciscópolis,Frei Gaspar,Frei Inocêncio,Frei Lagonegro,Fronteira,Fronteira dos Vales,Fruta de Leite,Frutal,Funilândia,Galiléia,Gameleiras,Glaucilândia,Goiabeira,Goianá,Gonzaga,Gonçalves,Gouveia,Gouvelândia,Governador Valadares,Grupiara,Grão Mogol,Guanhães,Guapé,Guaraci,Guaraciaba,Guaraciama,Guarani,Guaranésia,Guarará,Guaratinga,Guaratinguetá,Guarda-Mor,Guaxupé,Guaíra,Guidoval,Guimarânia,Guiricema,Gurinhatã,Heliodora,Iapu,Ibatiba,Ibertioga,Ibiaí,Ibiracatu,Ibiraci,Ibirité,Ibitirama,Ibitiúra de Minas,Ibituruna,Ibiá,Icaraí de Minas,Icém,Igarapava,Igarapé,Igaratinga,Iguatama,Ijaci,Ilicínea,Imbé de Minas,Inaciolândia,Inconfidentes,Indaiabira,Indianópolis,Indiaporã,Ingaí,Inhapim,Inhaúma,Inimutaba,Ipaba,Ipameri,Ipanema,Ipatinga,Ipiaçu,Ipuiúna,Iraí de Minas,Itabira,Itabirinha,Itabirito,Itacambira,Itacarambi,Itagimirim,Itaguara,Itaipé,Itajubá,Itajá,Itamarandiba,Itamarati de Minas,Itambacuri,Itambé do Mato Dentro,Itamogi,Itamonte,Itanhandu,Itanhomi,Itanhém,Itaobim,Itapagipe,Itapecerica,Itaperuna,Itapeva,Itapira,Itarantim,Itarumã,Itatiaia,Itatiaiuçu,Itaverava,Itaú de Minas,Itaúna,Itinga,Itirapuã,Itueta,Ituiutaba,Itumbiara,Itumirim,Iturama,Itutinga,Iuiú,Iúna,Jaboticatubas,Jacaraci,Jacinto,Jacutinga,Jacuí,Jaguaraçu,Jampruca,Janaúba,Januária,Japaraíba,Japonvar,Jaíba,Jeceaba,Jenipapo de Minas,Jequeri,Jequitaí,Jequitibá,Jequitinhonha,Jesuânia,Joanésia,Joanópolis,Joaquim Felício,Joaíma,Jordânia,Josenópolis,José Gonçalves de Minas,José Raydan,João Monlevade,João Pinheiro,Juatuba,Jucuruçu,Juiz de Fora,Juramento,Juruaia,Juvenília,Ladainha,Lagamar,Lagoa Dourada,Lagoa Formosa,Lagoa Grande,Lagoa Santa,Lagoa da Prata,Lagoa dos Patos,Laje do Muriaé,Lajedão,Lajinha,Lambari,Lamim,Laranja da Terra,Laranjal,Lassance,Lavras,Lavrinhas,Leandro Ferreira,Leme do Prado,Leopoldina,Liberdade,Lima Duarte,Limeira do Oeste,Lontra,Luisburgo,Luislândia,Luminárias,Luz,Macarani,Machacalis,Machado,Madre de Deus de Minas,Maiquinique,Malacacheta,Malhada,Mamonas,Manga,Manhuaçu,Manhumirim,Mantena,Mantenópolis,Mar de Espanha,Maravilhas,Maria da Fé,Mariana,Marilac,Maripá de Minas,Marliéria,Marmelópolis,Martinho Campos,Martins Soares,Mata Verde,Materlândia,Mateus Leme,Mathias Lobato,Matias Barbosa,Matias Cardoso,Matipó,Mato Verde,Matozinhos,Matutina,Medeiros,Medeiros Neto,Medina,Mendes Pimentel,Mercês,Mesquita,Mesópolis,Miguelópolis,Minas Novas,Minduri,Mira Estrela,Mirabela,Miracema,Miradouro,Miravânia,Miraí,Mococa,Moeda,Moema,Monjolos,Monsenhor Paulo,Montalvânia,Montanha,Monte Alegre de Minas,Monte Azul,Monte Belo,Monte Carmelo,Monte Formoso,Monte Santo de Minas,Monte Sião,Monteiro Lobato,Montes Claros,Montezuma,Morada Nova de Minas,Morro da Garça,Morro do Pilar,Mortugaba,Mucuri,Mucurici,Munhoz,Muriaé,Mutum,Muzambinho,Mário Campos,Nacip Raydan,Nanuque,Naque,Natalândia,Natividade,Natércia,Nazareno,Nepomuceno,Ninheira,Nova Belém,Nova Era,Nova Lima,Nova Módica,Nova Ponte,Nova Porteirinha,Nova Resende,Nova Serrana,Nova União,Novo Cruzeiro,Novo Oriente de Minas,Novorizonte,Olaria,Olhos-d'Água,Oliveira,Oliveira Fortes,Olímpio Noronha,Onça de Pitangui,Oratórios,Orindiúva,Orizânia,Ouro Branco,Ouro Fino,Ouro Preto,Ouro Verde de Minas,Ouroeste,Ouvidor,Padre Carvalho,Padre Paraíso,Pai Pedro,Paineiras,Pains,Paiva,Palma,Palmópolis,Pancas,Papagaios,Paracatu,Paraguaçu,Paraisópolis,Paranaiguara,Paranaíba,Paraopeba,Paraíba do Sul,Pará de Minas,Passa Quatro,Passa Tempo,Passa-Vinte,Passabém,Passos,Patis,Patos de Minas,Patrocínio,Patrocínio Paulista,Patrocínio do Muriaé,Paula Cândido,Paulistas,Paulo de Faria,Pavão,Pedra Azul,Pedra Bela,Pedra Bonita,Pedra Dourada,Pedra do Anta,Pedra do Indaiá,Pedralva,Pedras de Maria da Cruz,Pedregulho,Pedrinópolis,Pedro Leopoldo,Pedro Teixeira,Pequeri,Pequi,Perdigão,Perdizes,Perdões,Periquito,Pescador,Peçanha,Piau,Piedade de Caratinga,Piedade de Ponte Nova,Piedade do Rio Grande,Piedade dos Gerais,Pimenta,Pingo-d'Água,Pintópolis,Piquete,Piracema,Pirajuba,Piranga,Piranguinho,Piranguçu,Pirapetinga,Pirapora,Piraúba,Piripá,Pitangui,Piumhi,Planura,Pocrane,Pompéu,Ponte Nova,Ponto Chique,Ponto dos Volantes,Populina,Porciúncula,Porteirinha,Porto Firme,Poté,Pouso Alegre,Pouso Alto,Poço Fundo,Poços de Caldas,Prados,Prata,Pratinha,Pratápolis,Presidente Bernardes,Presidente Juscelino,Presidente Kubitschek,Presidente Olegário,Prudente de Morais,Quartel Geral,Quatis,Queluz,Queluzito,Quirinópolis,Raposos,Raul Soares,Recreio,Reduto,Resende,Resende Costa,Resplendor,Ressaquinha,Riachinho,Riacho dos Machados,Ribeirão Vermelho,Ribeirão das Neves,Rifaina,Rio Acima,Rio Casca,Rio Doce,Rio Espera,Rio Manso,Rio Novo,Rio Paranaíba,Rio Pardo de Minas,Rio Piracicaba,Rio Pomba,Rio Preto,Rio Vermelho,Rio das Flores,Rio do Prado,Riolândia,Ritápolis,Rochedo de Minas,Rodeiro,Romaria,Rosário da Limeira,Rubelita,Rubim,Rubinéia,Sabará,Sabinópolis,Sacramento,Salinas,Salto da Divisa,Santa Albertina,Santa Bárbara,Santa Bárbara do Leste,Santa Bárbara do Monte Verde,Santa Bárbara do Tugúrio,Santa Clara d'Oeste,Santa Cruz de Minas,Santa Cruz de Salinas,Santa Cruz do Escalvado,Santa Efigênia de Minas,Santa Fé de Minas,Santa Helena de Minas,Santa Juliana,Santa Luzia,Santa Margarida,Santa Maria de Itabira,Santa Maria do Salto,Santa Maria do Suaçuí,Santa Rita d'Oeste,Santa Rita de Caldas,Santa Rita de Ibitipoca,Santa Rita de Jacutinga,Santa Rita de Minas,Santa Rita do Itueto,Santa Rita do Sapucaí,Santa Rosa da Serra,Santa Vitória,Santana da Vargem,Santana de Cataguases,Santana de Pirapama,Santana do Deserto,Santana do Garambéu,Santana do Jacaré,Santana do Manhuaçu,Santana do Paraíso,Santana do Riacho,Santana dos Montes,Santo Antônio da Alegria,Santo Antônio de Pádua,Santo Antônio do Amparo,Santo Antônio do Aventureiro,Santo Antônio do Grama,Santo Antônio do Itambé,Santo Antônio do Jacinto,Santo Antônio do Jardim,Santo Antônio do Monte,Santo Antônio do Pinhal,Santo Antônio do Retiro,Santo Antônio do Rio Abaixo,Santo Hipólito,Santos Dumont,Sapucaia,Sapucaí-Mirim,Sardoá,Sarzedo,Sebastião Laranjeiras,Sem-Peixe,Senador Amaral,Senador Cortes,Senador Firmino,Senador José Bento,Senador Modestino Gonçalves,Senhora de Oliveira,Senhora do Porto,Senhora dos Remédios,Sericita,Seritinga,Serra Azul de Minas,Serra da Saudade,Serra do Salitre,Serra dos Aimorés,Serrania,Serranos,Serranópolis de Minas,Serro,Sete Lagoas,Setubinha,Silveirânia,Silvianópolis,Simonésia,Simão Pereira,Sobrália,Socorro,Soledade de Minas,São Bento Abade,São Bento do Sapucaí,São Brás do Suaçuí,São Domingos das Dores,São Domingos do Prata,São Francisco,São Francisco de Paula,São Francisco de Sales,São Francisco do Glória,São Félix de Minas,São Geraldo,São Geraldo da Piedade,São Geraldo do Baixio,São Gonçalo do Abaeté,São Gonçalo do Pará,São Gonçalo do Rio Abaixo,São Gonçalo do Rio Preto,São Gonçalo do Sapucaí,São Gotardo,São Joaquim de Bicas,São José da Barra,São José da Lapa,São José da Safira,São José da Varginha,São José do Alegre,São José do Divino,São José do Goiabal,São José do Jacuri,São José do Mantimento,São José dos Campos,São João Batista do Glória,São João Evangelista,São João Nepomuceno,São João da Boa Vista,São João da Lagoa,São João da Mata,São João da Ponte,São João das Missões,São João del Rei,São João do Manhuaçu,São João do Manteninha,São João do Oriente,São João do Pacuí,São João do Paraíso,São Lourenço,São Miguel do Anta,São Pedro da União,São Pedro do Suaçuí,São Pedro dos Ferros,São Romão,São Roque de Minas,São Sebastião da Bela Vista,São Sebastião da Grama,São Sebastião da Vargem Alegre,São Sebastião do Anta,São Sebastião do Maranhão,São Sebastião do Oeste,São Sebastião do Paraíso,São Sebastião do Rio Preto,São Sebastião do Rio Verde,São Simão,São Thomé das Letras,São Tiago,São Tomás de Aquino,São Vicente de Minas,Sítio d'Abadia,Tabuleiro,Taiobeiras,Taparuba,Tapira,Tapiratiba,Tapiraí,Taquaraçu de Minas,Tarumirim,Teixeiras,Teófilo Otoni,Timóteo,Tiradentes,Tiros,Tocantins,Tocos do Moji,Toledo,Tombos,Tremedal,Três Corações,Três Marias,Três Pontas,Três Ranchos,Três Rios,Tumiritinga,Tupaciguara,Turmalina,Turvolândia,Ubaporanga,Ubaí,Uberaba,Uberlândia,Ubá,Umburatiba,Unaí,União de Minas,Urandi,Uruana de Minas,Urucuia,Urucânia,Valença,Vargem,Vargem Alegre,Vargem Bonita,Vargem Grande do Rio Pardo,Varginha,Varjão de Minas,Varzelândia,Vazante,Verdelândia,Vereda,Veredinha,Vermelho Novo,Veríssimo,Vespasiano,Vieiras,Vila Boa,Virgem da Lapa,Virginópolis,Virgolândia,Virgínia,Visconde do Rio Branco,Viçosa,Volta Grande,Várzea da Palma,Wenceslau Braz,Água Boa,Água Comprida,Água Doce do Norte,Águas Formosas,Águas Vermelhas,Águas da Prata,Águas de Lindóia
Abadia dos Dourados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abaeté,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abre Campo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
