,Aceguá,Agudo,Ajuricaba,Alecrim,Alegrete,Alegria,Almirante Tamandaré do Sul,Alpestre,Alto Alegre,Alto Bela Vista,Alto Feliz,Alvorada,Amaral Ferrador,Ametista do Sul,André da Rocha,Anita Garibaldi,Anta Gorda,Antônio Prado,Arambaré,Araricá,Aratiba,Arroio Grande,Arroio do Meio,Arroio do Padre,Arroio do Sal,Arroio do Tigre,Arroio dos Ratos,Arvorezinha,Augusto Pestana,Bagé,Balneário Pinhal,Barra Funda,Barra do Guarita,Barra do Quaraí,Barra do Ribeiro,Barra do Rio Azul,Barracão,Barros Cassal,Barão,Barão de Cotegipe,Barão do Triunfo,Benjamin Constant do Sul,Bento Gonçalves,Boa Vista das Missões,Boa Vista do Buricá,Boa Vista do Cadeado,Boa Vista do Incra,Boa Vista do Sul,Bom Jardim da Serra,Bom Jesus,Bom Princípio,Bom Progresso,Bom Retiro do Sul,Boqueirão do Leão,Bossoroca,Bozano,Braga,Brochier,Butiá,Cacequi,Cachoeira do Sul,Cachoeirinha,Cacique Doble,Caibaté,Caibi,Caiçara,Camaquã,Camargo,Cambará do Sul,Campestre da Serra,Campina das Missões,Campinas do Sul,Campo Belo do Sul,Campo Bom,Campo Novo,Campos Borges,Campos Novos,Candelária,Candiota,Canela,Canguçu,Canoas,Canudos do Vale,Capela de Santana,Capinzal,Capitão,Capivari do Sul,Capão Alto,Capão Bonito do Sul,Capão da Canoa,Capão do Cipó,Capão do Leão,Carazinho,Caraá,Carlos Barbosa,Carlos Gomes,Casca,Caseiros,Catuípe,Caxambu do Sul,Caxias do Sul,Caçapava do Sul,Celso Ramos,Centenário,Cerrito,Cerro Branco,Cerro Grande,Cerro Grande do Sul,Cerro Largo,Cerro Negro,Chapada,Chapecó,Charqueadas,Charrua,Chiapetta,Chuvisca,Chuí,Cidreira,Ciríaco,Colinas,Colorado,Concórdia,Condor,Constantina,Coqueiro Baixo,Coqueiros do Sul,Coronel Barros,Coronel Bicaco,Coronel Pilar,Cotiporã,Coxilha,Crissiumal,Cristal,Cristal do Sul,Cruz Alta,Cruzaltense,Cruzeiro do Sul,Cândido Godói,David Canabarro,Derrubadas,Dezesseis de Novembro,Dilermando de Aguiar,Dois Irmãos,Dois Irmãos das Missões,Dois Lajeados,Dom Feliciano,Dom Pedrito,Dom Pedro de Alcântara,Dona Francisca,Doutor Maurício Cardoso,Doutor Ricardo,Eldorado do Sul,Encantado,Encruzilhada do Sul,Engenho Velho,Entre Rios do Sul,Entre-Ijuís,Erebango,Erechim,Ernestina,Erval Grande,Erval Seco,Esmeralda,Esperança do Sul,Espumoso,Estação,Esteio,Estrela,Estrela Velha,Estância Velha,Eugênio de Castro,Fagundes Varela,Farroupilha,Faxinal do Soturno,Faxinalzinho,Fazenda Vilanova,Feliz,Flores da Cunha,Floriano Peixoto,Fontoura Xavier,Formigueiro,Forquetinha,Fortaleza dos Valos,Frederico Westphalen,Garibaldi,Garruchos,Gaurama,General Câmara,Gentil,Getúlio Vargas,Giruá,Glorinha,Gramado,Gramado Xavier,Gramado dos Loureiros,Gravataí,Guabiju,Guaporé,Guarani das Missões,Guatambú,Guaíba,Harmonia,Herval,Herveiras,Horizontina,Hulha Negra,Humaitá,Ibarama,Ibiaçá,Ibiraiaras,Ibirapuitã,Ibirubá,Igrejinha,Ijuí,Ilópolis,Imbé,Imigrante,Independência,Inhacorá,Ipiranga do Sul,Ipê,Iraí,Itaara,Itacurubi,Itapiranga,Itapuca,Itaqui,Itati,Itatiba do Sul,Itá,Ivorá,Ivoti,Jaboticaba,Jacinto Machado,Jacuizinho,Jacutinga,Jaguari,Jaguarão,Jaquirana,Jari,Jóia,Júlio de Castilhos,Lages,Lagoa Bonita do Sul,Lagoa Vermelha,Lagoa dos Três Cantos,Lagoão,Lajeado,Lajeado do Bugre,Lavras do Sul,Liberato Salzano,Lindolfo Collor,Linha Nova,Machadinho,Mampituba,Manoel Viana,Maquiné,Maratá,Marau,Marcelino Ramos,Mariana Pimentel,Mariano Moro,Marques de Souza,Mata,Mato Castelhano,Mato Leitão,Mato Queimado,Maximiliano de Almeida,Maçambará,Minas do Leão,Miraguaí,Mondaí,Montauri,Monte Alegre dos Campos,Monte Belo do Sul,Montenegro,Mormaço,Morrinhos do Sul,Morro Grande,Morro Redondo,Morro Reuter,Mostardas,Muitos Capões,Muliterno,Muçum,Nicolau Vergueiro,Nonoai,Nova Alvorada,Nova Araçá,Nova Bassano,Nova Boa Vista,Nova Bréscia,Nova Candelária,Nova Esperança do Sul,Nova Hartz,Nova Palma,Nova Petrópolis,Nova Prata,Nova Pádua,Nova Ramada,Nova Roma do Sul,Nova Santa Rita,Nova Veneza,Novo Barreiro,Novo Cabrais,Novo Hamburgo,Novo Machado,Novo Tiradentes,Novo Xingu,Não-Me-Toque,Osório,Paial,Paim Filho,Palmares do Sul,Palmeira das Missões,Palmitinho,Palmitos,Panambi,Pantano Grande,Paraí,Paraíso do Sul,Pareci Novo,Parobé,Passa Sete,Passo Fundo,Passo de Torres,Passo do Sobrado,Paulo Bento,Paverama,Pedras Altas,Pedro Osório,Pejuçara,Pelotas,Picada Café,Pinhal,Pinhal Grande,Pinhal da Serra,Pinheirinho do Vale,Pinheiro Machado,Pinto Bandeira,Pirapó,Piratini,Piratuba,Planalto,Ponte Preta,Pontão,Porto Alegre,Porto Lucena,Porto Mauá,Porto Vera Cruz,Porto Xavier,Portão,Pouso Novo,Poço das Antas,Praia Grande,Presidente Lucena,Progresso,Protásio Alves,Putinga,Quaraí,Quatro Irmãos,Quevedos,Quinze de Novembro,Redentora,Relvado,Restinga Seca,Rio Grande,Rio Pardo,Rio dos Índios,Riozinho,Roca Sales,Rodeio Bonito,Rolador,Rolante,Ronda Alta,Rondinha,Roque Gonzales,Rosário do Sul,Sagrada Família,Saldanha Marinho,Salto do Jacuí,Salvador das Missões,Salvador do Sul,Sananduva,Sant' Ana do Livramento,Santa Bárbara do Sul,Santa Cecília do Sul,Santa Clara do Sul,Santa Cruz do Sul,Santa Margarida do Sul,Santa Maria,Santa Maria do Herval,Santa Rosa,Santa Tereza,Santa Vitória do Palmar,Santana da Boa Vista,Santiago,Santo Antônio da Patrulha,Santo Antônio das Missões,Santo Antônio do Palma,Santo Antônio do Planalto,Santo Augusto,Santo Cristo,Santo Expedito do Sul,Santo Ângelo,Sapiranga,Sapucaia do Sul,Sarandi,Seberi,Sede Nova,Segredo,Selbach,Senador Salgado Filho,Sentinela do Sul,Serafina Corrêa,Sertão,Sertão Santana,Sete de Setembro,Severiano de Almeida,Silveira Martins,Sinimbu,Sobradinho,Soledade,São Borja,São Carlos,São Domingos do Sul,São Francisco de Assis,São Francisco de Paula,São Gabriel,São Jerônimo,São Joaquim,São Jorge,São José das Missões,São José do Herval,São José do Hortêncio,São José do Inhacorá,São José do Norte,São José do Ouro,São José do Sul,São José dos Ausentes,São João da Urtiga,São João do Polêsine,São João do Sul,São Leopoldo,São Lourenço do Sul,São Luiz Gonzaga,São Marcos,São Martinho,São Martinho da Serra,São Miguel das Missões,São Nicolau,São Paulo das Missões,São Pedro da Serra,São Pedro das Missões,São Pedro do Butiá,São Pedro do Sul,São Sebastião do Caí,São Sepé,São Valentim,São Valentim do Sul,São Valério do Sul,São Vendelino,São Vicente do Sul,Sério,Tabaí,Tapejara,Tapera,Tapes,Taquara,Taquari,Taquaruçu do Sul,Tavares,Tenente Portela,Terra de Areia,Teutônia,Timbé do Sul,Tio Hugo,Tiradentes do Sul,Toropi,Torres,Tramandaí,Travesseiro,Trindade do Sul,Triunfo,Três Arroios,Três Cachoeiras,Três Coroas,Três Forquilhas,Três Palmeiras,Três Passos,Três de Maio,Tucunduva,Tunas,Tupanci do Sul,Tupanciretã,Tupandi,Tuparendi,Turuçu,Ubiretama,Unistalda,União da Serra,Uruguaiana,Vacaria,Vale Real,Vale Verde,Vale do Sol,Vanini,Venâncio Aires,Vera Cruz,Veranópolis,Vespasiano Correa,Viadutos,Viamão,Vicente Dutra,Victor Graeff,Vila Flores,Vila Lângaro,Vila Maria,Vila Nova do Sul,Vista Alegre,Vista Alegre do Prata,Vista Gaúcha,Vitória das Missões,Westfalia,Xangri-lá,Zortéa,Água Santa,Águas de Chapecó,Áurea
Aceguá,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agudo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ajuricaba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alecrim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alegrete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alegria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Almirante Tamandaré do Sul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alpestre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Alto Alegre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
